Sample #,Sample Name on LC/MS,Location,Date,Time,Collecter,Type,Project,Comment,Container Mass (g),Total mass (g),Sample Mass (g),TOC/IC sample collected?,PFAS Collected?,TOC/TN analyzed,IC analyzed,UV254 analyzed,PFAS Analyzed?,Isotope #,Delta 2H,Delta 18O,Delta 17O,Ran on Auto SPE,Corresponding Table,11Cl-PF3OUdS Results,3-3 FTCA Results,4:2FTS Results,5-3 FTCA Results,6:2FTS Results,7-3 FTCA Results,8:2FTS Results,9Cl-PF3ONS Results,ADONA Results,HFPO-DA Results,NEtFOSA Results,NEtFOSAA Results,NEtFOSE Results,NFDHA Results,NMeFOSA Results,NMeFOSAA Results,NMeFOSE Results,PFBA Results,PFBS Results,PFDA Results,PFDoA Results,PFDoS Results,PFDS Results,PFEESA Results,PFHpA Results,PFHpS Results,PFHxA Results,PFHxS Results,PFMBA Results,PFMPA Results,PFNA Results,PFNS Results,PFOA Results,PFOS Results,PFOSA Results,PFPeA Results,PFPeS Results,PFTeDA Results,PFTrDA Results,PFUnA Results
,SE19_6,Wet Center,6/22/2026,10:15 PM,RV,Stream,Stream_Storm,,41.59,,,,,,,,,2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_7,Wet Center,6/23/2026,12:45:00 AM,RV,Stream,Stream_Storm,,41.74,,,,,,,,,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_8,Wet Center,6/23/2026,3:15 AM,RV,Stream,Stream_Storm,,41.86,,,,,,,,,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_9,Wet Center,6/23/2026,5:45:00 AM,RV,Stream,Stream_Storm,,41.87,,,,,,,,,2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_10,Wet Center,6/23/2026,8:15 AM,RV,Stream,Stream_Storm,,41.91,,,,,,,,,2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_11,Wet Center,6/23/2026,10:45:00 AM,RV,Stream,Stream_Storm,,41.12,,,,,,,,,2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_12,Wet Center,6/23/2026,1:15 PM,RV,Stream,Stream_Storm,,41.68,,,,,,,,,2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_13,Wet Center,6/23/2026,3:45:00 PM,RV,Stream,Stream_Storm,,41.54,,,,,,,,,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_14,Wet Center,6/23/2026,6:15 PM,RV,Stream,Stream_Storm,,42.04,,,,,,,,,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_15,Wet Center,6/23/2026,8:45:00 PM,RV,Stream,Stream_Storm,,41.87,,,,,,,,,2642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_16,Wet Center,6/23/2026,11:15 PM,RV,Stream,Stream_Storm,,41.84,,,,,,,,,2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_17,Wet Center,6/24/2026,1:45:00 AM,RV,Stream,Stream_Storm,,41.6,,,,,,,,,2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_18,Wet Center,6/24/2026,4:15 AM,RV,Stream,Stream_Storm,,42.01,,,,,,,,,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_19,Wet Center,6/24/2026,6:45:00 AM,RV,Stream,Stream_Storm,,42.39,,,,,,,,,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_20,Wet Center,6/24/2026,9:15 AM,RV,Stream,Stream_Storm,,41.67,,,,,,,,,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_21,Wet Center,6/24/2026,11:45:00 AM,RV,Stream,Stream_Storm,,41.94,,,,,,,,,2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_22,Wet Center,6/24/2026,2:15 PM,RV,Stream,Stream_Storm,,41.52,,,,,,,,,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_23,Wet Center,6/24/2026,4:45:00 PM,RV,Stream,Stream_Storm,,42.56,,,,,,,,,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_24,Wet Center,6/24/2026,7:15 PM,RV,Stream,Stream_Storm,,41.99,,,,,,,,,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP_A1,Los Algarrobos Park Upstream,7/1/2026,11:35 AM,"RV, CDG",Stream,Ecuador Exploratory Visit 2026,"Ecuador Urban site. Bottle 3. Sampled near rapids of San Pedro river, for homogeneous mixing. Sample taken with latex gloves",41.76,589.12,547.36,Yes,Yes,,,,,,,,,7/17/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP_A2,Los Algarrobos Park Downstream,7/1/2026,12:04 PM,"RV, CDG",Stream,Ecuador Exploratory Visit 2026,"Ecuador Urban site. Bottle 5. Sampled near rapids San Pedro river, for homogeneous mixing. Sample taken with latex gloves",41.91,583.27,541.36,Yes,Yes,,,,,,,,,7/17/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP_B1,Los Algarrobos Park Upstream,7/1/2026,11:35 AM,"RV, CDG",MilliQ,Ecuador Exploratory Visit 2026,Ecuador Urban site. Bottle 4. QA/QC. Transfered milliq from a QSeal bottle into another. used cleaning gloves from the SuperMaxi grocery store. Sample taken with latex gloves,41.26,597.49,556.23,Yes,Yes,,,,,,,,,7/17/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CC_B1,Cayambe Coca 7,7/3/2026,,"RV, CDG",MilliQ,Ecuador Exploratory Visit 2026,Ecuador Paramo site. Bottle 1. QA/QC at Cayambe Coca site 2. Sample taken without gloves,41.38,592.96,551.58,Yes,Yes,,,,,,,,,7/17/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CC_2,Cayambe Coca 2,7/3/2026,,"RV, CDG",Stream,Ecuador Exploratory Visit 2026,Ecuador Paramo site. Bottle 2. Cayambe Coca site 2. most upstream site,41.86,588.54,546.68,Yes,Yes,,,,,,,,,7/17/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CC_9,Cayambe Coca 9,7/3/2026,,"RV, CDG",Stream,Ecuador Exploratory Visit 2026,Ecuador Paramo site. Bottle 6. Cayambe Coca site 9 ,42.04,59.24,17.2,Yes,Yes,,,,,,,,,7/17/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_1,Wet Center,6/30/2026,8:30 PM,KW,Stream,Stream_Storm,,41.92,,,Yes,Yes,,,,,2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_2,Wet Center,6/30/2026,11:00 PM,KW,Stream,Stream_Storm,,42.09,,,Yes,Yes,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_3,Wet Center,6/30/2026,1:30 PM,KW,Stream,Stream_Storm,,41.81,,,Yes,Yes,,,,,2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_4,Wet Center,6/30/2026,4:00 AM,KW,Stream,Stream_Storm,,41.4,,,Yes,Yes,,,,,2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_5,Wet Center,6/30/2026,6:30 AM,KW,Stream,Stream_Storm,,42.25,,,Yes,Yes,,,,,2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_6,Wet Center,6/30/2026,9:00 AM,KW,Stream,Stream_Storm,,42.26,,,Yes,Yes,,,,,2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_7,Wet Center,6/30/2026,11:30 AM,KW,Stream,Stream_Storm,,42.22,,,Yes,Yes,,,,,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_8,Wet Center,6/30/2026,2:00 PM,KW,Stream,Stream_Storm,,42.5,,,Yes,Yes,,,,,2660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_9,Wet Center,6/30/2026,4:30 PM,KW,Stream,Stream_Storm,,41.3,,,Yes,Yes,,,,,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_10,Wet Center,6/30/2026,7:00 PM,KW,Stream,Stream_Storm,,41.93,,,Yes,Yes,,,,,2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_11,Wet Center,6/30/2026,9:30 PM,KW,Stream,Stream_Storm,,41.72,,,Yes,Yes,,,,,2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_12,Wet Center,7/1/2026,12:00 AM,KW,Stream,Stream_Storm,,41.75,,,Yes,Yes,,,,,2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_13,Wet Center,7/1/2026,2:30 AM,KW,Stream,Stream_Storm,,41.63,,,Yes,Yes,,,,,2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_14,Wet Center,7/1/2026,5:00 AM,KW,Stream,Stream_Storm,,42.24,,,Yes,Yes,,,,,2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_15,Wet Center,7/1/2026,7:30 AM,KW,Stream,Stream_Storm,,41.23,,,Yes,Yes,,,,,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_16,Wet Center,7/1/2026,10:00 AM,KW,Stream,Stream_Storm,,42.35,,,Yes,Yes,,,,,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_17,Wet Center,7/1/2026,12:30 PM,KW,Stream,Stream_Storm,,42.62,,,Yes,Yes,,,,,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_18,Wet Center,7/1/2026,3:00 PM,KW,Stream,Stream_Storm,,42.44,,,Yes,Yes,,,,,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_19,Wet Center,7/1/2026,5:30 PM,KW,Stream,Stream_Storm,,42.32,,,Yes,Yes,,,,,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_20,Wet Center,7/1/2026,8:00 PM,KW,Stream,Stream_Storm,,41.74,,,Yes,Yes,,,,,2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_21,Wet Center,7/1/2026,10:30 PM,KW,Stream,Stream_Storm,,42.01,,,Yes,Yes,,,,,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_22,Wet Center,7/2/2026,1:00 AM,KW,Stream,Stream_Storm,,41.67,,,Yes,Yes,,,,,2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_23,Wet Center,7/2/2026,3:30 AM,KW,Stream,Stream_Storm,,41.95,,,Yes,Yes,,,,,2675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_24,Wet Center,7/2/2026,6:00 AM,KW,Stream,Stream_Storm,,41.71,,,Yes,Yes,,,,,2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_1,Wet Center,7/5/2026,6:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_2,Wet Center,7/5/2026,9:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_3,Wet Center,7/6/2026,12:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_4,Wet Center,7/6/2026,3:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_5,Wet Center,7/6/2026,6:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_6,Wet Center,7/6/2026,9:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_7,Wet Center,7/6/2026,12:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_8,Wet Center,7/6/2026,3:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_9,Wet Center,7/6/2026,6:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_10,Wet Center,7/6/2026,9:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_11,Wet Center,7/7/2026,12:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_12,Wet Center,7/7/2026,3:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_13,Wet Center,7/7/2026,6:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_14,Wet Center,7/7/2026,9:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_15,Wet Center,7/7/2026,12:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_16,Wet Center,7/7/2026,3:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_17,Wet Center,7/7/2026,6:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_18,Wet Center,7/7/2026,9:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_19,Wet Center,7/8/2026,12:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_20,Wet Center,7/8/2026,3:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_21,Wet Center,7/8/2026,6:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_22,Wet Center,7/8/2026,9:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_23,Wet Center,7/8/2026,12:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_24,Wet Center,7/8/2026,3:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,,,,,2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wet Center,7/13/2026,10:30 AM,"KK,RV",Stream,Baseflow,"Rained from 9:00-9:15 am, sudden downpour, Forgot to tare",41.58,,,Yes,Yes,,,,,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_Jy26,Roaring,7/20/2026,11:56 PM,"KW, KK",Stream,13 site,,41.47,,,,,,,,,2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D_Jy26,Doolittle,7/20/2026,12:16 PM,"KW, KK",Stream,13 site,,42.27,,,,,,,,,2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EU_Jy26,Eastman Up,7/20/2026,11:46 PM,"KW, KK",Stream,13 site,,42.42,,,,,,,,,2709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ED_Jy26,Eastman Down,7/20/2026,1:10 PM,"KW, KK",Stream,13 site,,41.9,,,,,,,,,2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS_Jy26,Mill Site,7/20/2026,2:19:00 PM,"KW, KK",Stream,13 site,,42.67,,,,,,,,,2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K_Jy26,Knightly,7/20/2026,1:31 PM,"KW, KK",Stream,13 site,,42.19,,,,,,,,,2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_Jy26,Lake Warner Outlet,7/20/2026,1:56 PM,"KW, KK",Stream,13 site,,41.2,,,,,,,,,2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HD_Jy26,Horse Down,7/20/2026,10:26 AM,"KW, KK",Stream,13 site,,41.88,,,,,,,,,2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU_Jy26,Horse Up,7/20/2026,10:46 AM,"KW, KK",Stream,13 site,,42.2,,,,,,,,,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU_Jy26,Tan Brook Up ,7/20/2026,11:11 AM,"KW, KK",Stream,13 site,,41.44,,,,,,,,,2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TD_Jy26,Tan Brook Down,7/20/2026,9:42:00 AM,"KW, KK",Stream,13 site,,42.15,,,,,,,,,2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CU_Jy26,Campus Pond UP,7/20/2026,8:59 AM,"KW, KK",Stream,13 site,,41.55,,,,,,,,,2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CD_Jy26,Campus Pond Down,7/20/2026,9:06 AM,"KW, KK",Stream,13 site,,42.32,,,,,,,,,2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_14,Wet Center,7/20/2026,10:01 AM,"RV, SH",Stream,Spatial,Spatial 4. 33 total samples,41.61,603.48,561.87,,yes,,,,,2717,,,,7/21/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_15,UMass Farm,7/20/2026,8:45 AM,"RV, SH",Stream,Spatial,,41.44,593.15,,,yes,,,,,2722,,,,7/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_16,Brandywine Pond,7/20/2026,9:07 AM,"RV, SH",Stream,Spatial,,42.29,582.14,,,yes,,,,,2735,,,,7/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_17,MR Julius Bridge,7/20/2026,9:37 AM,"RV, SH",Stream,Spatial,,42.57,565.86,,,yes,,,,,2727,,,,7/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_18,Puffers Waterfall,7/20/2026,9:56 AM,"RV, SH",Stream,Spatial,,41.8,582.56,,,yes,,,,,2731,,,,7/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_19,Puffers Pond Beach,7/20/2026,10:07 AM,"RV, SH",Stream,Spatial,,41.97,573.7,,,yes,,,,,2724,,,,7/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_20,Puffers Railroad,7/20/2026,10:21 AM,"RV, SH",Stream,Spatial,,41.81,579.97,,,yes,,,,,2725,,,,7/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_21,Haskins Meadows,7/20/2026,10:36 AM,"RV, SH",Stream,Spatial,,41.88,575.88,,,yes,,,,,2734,,,,7/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_22,Haskins Meadows Up,,,"RV, SH",Stream,Spatial,Skipped Haskins Up,41.83,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_23,Atkins Reservoir,7/20/2026,10:53 AM,"RV, SH",Stream,Spatial,,41.94,595.87,553.93,,yes,,,,,2730,,,,7/21/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_24,Dean Brook,7/20/2026,11:00 AM,"RV, SH",Stream,Spatial,,41.91,601,559.09,,yes,,,,,2733,,,,7/21/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_25,Nurse Brook,,,"RV, SH",Stream,Spatial,Nurse Brook Dried up,41.19,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_26,Shutesbury Cemetery,7/20/2026,11:41 AM,"RV, SH",Stream,Spatial,,42.14,610.55,568.41,,yes,,,,,2729,,,,7/21/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_27,Broad Hill,7/20/2026,12:01 PM,"RV, SH",Stream,Spatial,,42.1,604.92,562.82,,yes,,,,,2726,,,,7/21/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_28,Number 6 Rd,,,"RV, SH",Stream,Spatial,Number 6 dried up,41.77,,,,no,,,,,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_29,Leverett Library,,,"RV, SH",Stream,Spatial,Skipped Library,41.89,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_30,Leverett Pond,7/20/2026,12:22 PM,"RV, SH",Stream,Spatial,,41.48,607.88,566.4,,yes,,,,,2728,,,,7/21/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_31,MR Montague Bridge,7/20/2026,9:44 AM,"RV, SH",Stream,Spatial,,42.35,,,,yes,,,,,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_32,Lake Warner Trail,7/20/2026,4:21 PM,"RV, SH",Stream,Spatial,,41.79,,,,yes,,,,,2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_33,Prindle School,7/20/2026,4:54 PM,"RV, SH",Stream,Spatial,,42.04,,,,yes,,,,,2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_B1,Blank,7/17/2026,1:30 PM,"RV, SG",MilliQ,Blank,Blank for S4 run 1,41.85,559.42,517.57,,,,,,,NA,,,,7/20/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_B2,Blank,7/17/2026,1:30 PM,"RV, SG",MilliQ,Blank,Blank for S4 run 2,41.22,558.2,516.98,,,,,,,NA,,,,7/21/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_B3,Blank,7/17/2026,1:30 PM,"RV, SG",MilliQ,Blank,Blank for S4 run 3,41.65,559.15,517.5,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_B4,Blank,7/17/2026,1:30 PM,"RV, SG",MilliQ,Blank,Blank for S4 run 4,41.23,558.73,517.5,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S4_B5,Blank,7/17/2026,1:30 PM,"RV, SG",MilliQ,Blank,Blank for S4 run 5,41.55,558.6,517.05,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s4_FB,,,,,,,Field Blank for S4 run 2,41.83,571.51,529.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
